QualèletàdelcaneAnni,QualèletàdelcaneMesi,Razza,RazzaAltro,Sesso,Ilcaneèstatocastratosterilizzato,CheetàavevailcanequandolhaiadottatoAnni,CheetàavevailcanequandolhaiadottatoMesi,Qualèiltuosesso,Quantiannihai,Qualèlatuaprofessione,QualèlatuaprofessioneAltro,Almomentohaialtricanioltreaquellooggettodiquestoquestionario,Sesìquantialtricanicisonodivisiperetàrispettoalcaneoggettodelq,Sesìquantialtricanicisonodivisiperetàrispettoalcaneoggettode_A,Sesìquantialtricanicisonodivisiperetàrispettoalcaneoggettode_B,@1.Quandoèsenzaguinzagliotornasubitoquandorichiamato,@2.Ubbidisceimmediatamentealcomandoseduto,@3.Ubbidisceimmediatamentealcomandoresta,@4.Sembraprestareattenzioneascoltareattentamentetuttociòchedici,@5.Rispondelentamenteacorrezioniopunizioniha‘latestadura’,@6.E’lentonellapprenderenuoviesercizicompiti,@7.Èfacilmentedistrattodarumoriodoriodallavistadicoseinteressan,@8.RiportaPallineOLegnetti,@9.Quandovienecorrettoopunitoverbalmenterimproveratosgridatoetc,@10.Quandovieneavvicinatoinmanieradirettadaunapersonaadultascono,@11.Quandovieneavvicinatoinmanieradirettadaunbambinosconosciutom,@12.Neiconfrontidipersonesconosciutechesiavvicinanoalcanequando,@13.Quandoglivengonoportativiagiocattoliossioaltrioggettidaunmem,@14.Quandovienelavatoospazzolatodaunmembrodelnucleofamiliare,@15.Quandounapersonasconosciutasiavvicinaateoadunaltromembrodeln,@16.Quandodellepersonesconosciutesiavvicinanoateoadunaltromembro,@17.Quandovieneavvicinatoinmanieradirettadateodaunaltromembrodel,@18.Quandounfattorinooilpostinosiavvicinaacasa,@19.Quandoglivieneportatoviailcibodaunmembrodelnucleofamiliare,@20.Quandodegliestraneipassanodavantiacasamentreilcaneèfuoricas,@21.Quandounapersonasconosciutacercaditoccareoaccarezzareilcane,@22.Quandociclistigentechefajoggingpersonesuskateboardopattinipa,@23.Quandovieneavvicinatoinmanieradirettadauncanemaschiosconosci,@24.Quandovieneavvicinatoinmanieradirettadauncanefemminasconosci,@25.Quandovieneguardatofissonegliocchidaunmembrodelnucleofamilia,@26.Neiconfrontidicanisconosciutiinvisitaacasavostra,@27.Neiconfrontidigattiscoiattolioaltrianimalicheentranonelvostr,@28.Neiconfrontidipersonesconosciuteinvisitaacasavostra,@29.Quandouncanesconosciutogliabbaiagliringhiaoglisiscagliacontr,@30.Quandounmembrodelnucleofamigliarefamiliareloscavalcaglipassa,@31.Quandotuounaltromembrodelnucleofamiliareviriprendetedelciboo,@32.Neiconfrontidiunaltrocaneconosciutochevivenellastessacasalas,@33.Quandovieneavvicinatodaunaltrocaneconosciutochevivenellastes,@34.Quandovieneavvicinatodaunaltrocaneconosciutochevivenellastes,@35.Quandovieneavvicinatodaunaltrocaneconosciutochevivenellastes,Cisonoaltresituazioniincuiiltuocanemostraavolteuncomportamentoag,Sesìdescrivilebrevementequisotto,@36.Quandovieneavvicinatoinmanieradirettadaunapersonaadultascono,@37.Quandovieneavvicinatoinmanieradirettadaunbambinosconosciutof,@38.Inrispostaarumoriimprovvisiofortiadesempioaspirapolvererombi,@39.Quandodellepersonesconosciutevengonoacasavostra,@40.Quandounapersonasconosciutacercaditoccarlooaccarezzarlo,@41.Insituazioniditrafficoautointenso,@42.Inrispostaaoggettistraniepocofamiliarichesitrovanosulmarciap,@43.Quandovienevisitatomedicatodalveterinario,@44.Durantetemporalifuochid’artificiooeventisimili,@45.Quandovieneavvicinatoinmanieradirettadauncanesconosciutodell,@46.Quandovieneavvicinatoinmanieradirettadauncaneditagliapiùpic,@47.Quandosiètrovatoperlaprimavoltainsituazionisconosciuteperes,@48.Quandoc’èventoocisonooggettimossidalvento,@49.Quandoglivengonotagliateleunghiedaunmembrodelnucleofamiliare,@50.Quandovienespazzolatoolavatodaunmembrodelnucleofamiliare,@51.Quandoglivengonoasciugatelezampedaunmembrodelnucleofamiliare,@52.Quandocanisconosciutivengonoacasavostra,@53.Quandouncanesconosciutogliabbaiagliringhiaoglisiscagliacontr,@54.Scuotersirabbrividiretremare,@55.Salivazioneeccessiva,@56.Irrequietezzaagitazionecamminareincessantemente,@57.Uggiolare,@58.Abbaiare,@59.Ululare,@60.Rosicchiaregrattareportefinestrepavimentitendeetc,@61.Perditadiappetito,Cisonoaltresituazioniincuiiltuocanehapauraoèansioso,Sesìdescrivilequisotto,@62.Quandotuounaltromembrodelnucleofamiliaretornateacasadopounbr,@63.Quandogiocaconteoaltrimembridelnucleofamiliare,@64.Quandosuonailcitofonocampanello,@65.Appenaprimadiessereportatofuoriperunapasseggiata,@66.Appenaprimadiessereportatoingiroinmacchina,@67.Quandoarrivagenteacasa,Cisonoaltresituazioniincuiiltuocaneavoltediventaeccessivamenteec,Sesìdescrivilequisotto,@68.Mostraunforteattaccamentoversounospecificomembrodellafamigli,@69.Tendeaseguireteoaltrimembridelnucleofamiliareingiropercasadi,@70.Tendeasedersivicinooacontattoconteoaltriquandosieteseduti,@71.Tendeadarecolpetticonilnasoodarezampateperottenereattenzione,@72.Siagitauggiolasaltaaddossocercadimettersiinmezzosetuoaltrimo,@73.Siagitauggiolasaltaaddossocercadimettersiinmezzoquandotuoalt,@74.Rincorreigattiolirincorrerebbeseneavesselapossibilità,@75.Rincorregliuccelliolirincorrerebbeseneavesselapossibilità,@74.Rincorregliscoiattoliolirincorrerebbeseneavesselapossibilit,@77.Scappaoscapperebbedacasaodalgiardinocortileseneavesselapossi,@78.Sirotolanellefecidianimalioinaltresostanze“puzzolenti”,@79.Mangiaipropriescrementiobisognioquellidialtrianimali,@80.Rosicchiaoggettiinappropriati,@81.“Monta”oggettimobiliopersone,@82.Elemosinaciboincontinuazionequandolagentemangia,@83.Rubacibo,@84.E’ansiosoohapauradiscendereeosalirelescale,@85.Tiraeccessivamentequandoèalguinzaglio,@86.Urinasumobilioaltrioggettiincasa,@87.Urinaquandovieneavvicinatoaccarezzatomanipolatoopresoinbracc,@88.Urinaselasciatosolodinotteodigiorno,@89.Defecaselasciatosolodinotteodigiorno,@90.E’iperattivoeirrequietohadifficoltàacalmarsi,@91.Giocherellonecuccioloneesuberante,@92.Attivoenergicodevesemprefarequalcosa,@93.Tienelosguardofissonelvuoto,@94.Sembravolercatturarelemoscheinvisibili,@95.Sirincorrelacodailposteriore,@96.Rincorreinsegueleombreoipuntiluminosi,@97.Abbaiaostinatamentequandoallarmatooeccitato,@98.Sileccaeccessivamente,@99.Leccaoggettiopersoneeccessivamente,@100.Mostraaltricomportamentibizzarristranioripetitivi,Perfavoredescriviicomportamentibizzarrioripetitivicheiltuocanema
6,7,INCROCIO / METICCIO,,Maschio,1,1,"6,0",Femmina,28,Impiegato/operaio/dipendente,,0,,,,0,1,1,1,2,2,1,1,0,1,0,2,0,0,2,2,0,1,0,2,0,2,2,0,0,2,0,2,4,0,0,,,,,0,,1,0,0,0,0,0,1,4,1,1,0,4,1,0,0,0,0,0,0,0,2,0,3,1,0,1,0,,2,3,3,3,3,3,0,,4,2,1,3,1,3,0,0,0,0,0,2,1,1,1,0,3,2,0,0,0,0,1,3,2,0,1,0,0,2,1,0,0,
1,6,JACK RUSSEL TERRIER,,Maschio,0,0,"2,0",Femmina,44,Altro,Dirigente,0,,,,1,1,2,1,4,1,4,1,2,1,0,2,0,0,1,1,0,1,0,1,1,0,0,0,0,999,2,1,1,0,0,,,,,1,Come detto prima il comportamento aggressivo di Jack è notevolmente diminuito e per lo più si manifesta verso uomini anziani oppure quando attiva la modalità di protezione verso di me,0,0,1,0,1,0,0,3,1,0,1,2,1,999,0,0,999,1,0,0,0,0,1,0,0,0,0,,2,3,3,2,2,2,0,,2,2,3,2,2,0,2,3,999,4,999,2,2,1,3,2,0,2,0,0,0,0,0,3,3,2,2,1,0,2,1,1,0,
7,11,INCROCIO / METICCIO,,Femmina,1,0,"11,0",Femmina,25,Disoccupato,,0,,,,2,0,1,1,1,0,3,1,0,1,1,0,0,0,1,1,0,2,0,2,1,2,1,1,0,0,2,2,2,0,0,,,,,0,,2,2,1,2,1,0,0,1,0,1,1,0,0,999,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,3,4,3,3,4,0,,3,2,3,1,0,1,4,4,4,2,4,1,0,0,3,3,0,3,0,0,0,0,2,2,1,0,0,1,0,2,1,1,0,
8,0,BOULEDOGUE FRANCESE,,Femmina,1,0,"1,0",Femmina,69,Casalinga/o,,1,0,0,1,0,1,1,0,4,0,4,1,0,1,1,1,1,0,1,1,0,3,0,3,0,0,0,0,0,1,0,0,3,0,0,1,1,2,3,1,"la razza non e' aggressiva non ringhia non morde e' sempre molto vigile attenta molto presente non attacca, ma e' sempre pronta ad attaccare non ringhia ma assalta se stima un pericolo per noi molto curiosa lei in particolare vive anche con 2 gatti e li ama li protegge e li tratta a suo pari spesso inscenando giochi di lotta oppure di coccole insomma si impone sempre con ... grinta",0,0,1,0,0,0,0,2,0,0,0,3,0,2,1,1,0,0,1,1,1,0,1,0,3,0,0,,3,3,4,0,0,4,1,"adora vivere in gruppo adora le persone che vengono a farci visita adora i familiari "" adulti "" e diventa una vera valanga eccitata al massimo Non sopporta i bimbi a tendenza a pizzicarli ma senza farsi vedere abbiamo dovuto prendere un kennel di metallo dove chiuderla durante le visite dei miei nipotini 4 e 2 anni perche' lei li assaliva mai pero' fatto nulla",4,4,4,4,4,4,0,0,0,1,3,2,3,0,3,0,0,3,0,0,1,1,2,2,2,0,0,0,1,1,4,3,0,
2,6,LABRADOR RETRIEVER,,Femmina,1,0,"3,0",Femmina,27,Disoccupato,,0,,,,0,0,1,0,2,1,3,1,1,1,0,2,0,0,1,1,0,1,0,2,1,2,1,2,0,2,2,2,2,0,0,,,,,0,,2,0,2,0,1,0,2,0,0,2,0,0,0,999,0,0,0,0,0,0,1,3,3,0,0,1,0,,2,2,3,0,0,2,0,,4,4,4,3,4,4,2,1,999,0,0,0,1,0,1,0,4,3,0,0,0,0,1,2,3,0,0,0,2,3,3,2,0,
4,9,BOSTON TERRIER,,Femmina,1,0,"3,0",Femmina,31,Impiegato/operaio/dipendente,,1,1,0,0,0,0,1,0,1,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,4,0,0,1,1,0,1,0,,3,3,0,1,4,0,0,2,0,4,3,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,,2,2,0,2,2,1,0,,4,3,3,2,1,1,4,4,999,0,0,0,1,0,2,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,3,3,0,
9,1,INCROCIO / METICCIO,,Maschio,1,0,"3,0",Femmina,53,Impiegato/operaio/dipendente,,0,,,,1,1,1,1,2,2,3,0,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,3,1,2,999,1,,,,,0,,1,1,2,1,1,2,2,3,3,3,1,1,2,2,2,1,1,2,1,0,2,3,1,1,0,3,0,,3,3,3,3,2,3,0,,4,4,3,4,4,4,4,4,4,1,2,1,0,2,4,2,0,2,0,0,0,0,1,2,2,2,1,2,0,3,2,3,0,
6,7,BORDER COLLIE,,Maschio,1,,,Femmina,55,Impiegato/operaio/dipendente,,0,,,,0,0,1,0,2,2,4,1,0,2,0,2,0,0,0,2,0,2,0,0,0,0,4,2,0,0,0,0,4,0,0,,,,,0,,2,1,1,0,1,0,1,1,2,3,1,1,0,1,0,0,2,4,1,0,0,0,1,0,0,0,0,,1,0,3,3,1,2,0,,3,3,2,2,2,2,4,0,2,1,0,0,0,0,4,0,0,2,0,0,0,0,0,2,4,2,0,0,0,4,2,0,0,
3,9,INCROCIO / METICCIO,,Maschio,0,0,"9,0",Femmina,36,Libero professionista,,1,0,0,2,1,0,4,0,2,2,2,2,0,1,0,2,0,0,1,1,0,2,0,2,1,2,1,0,0,0,4,1,4,0,0,0,0,1,0,0,,4,3,0,4,4,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,1,1,2,2,2,2,0,,4,3,3,3,3,3,1,1,1,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,
3,4,PASTORE TEDESCO,,Femmina,1,0,"2,0",Maschio,59,Libero professionista,,0,,,,0,0,1,1,2,2,2,1,0,1,0,1,0,0,1,1,0,2,0,1,1,1,1,2,0,1,2,0,2,0,0,,,,,1,"Al ristorante o bar, al primo approccio con cameriere ok, poi diventa protettivo/aggressivo",0,0,2,0,0,1,1,3,0,2,0,0,2,1,0,0,0,1,0,0,1,0,1,1,1,0,1,Quando accendo il compressore va rifugiarsi in casa (taverna o sopra reparto notte),1,0,2,2,2,1,999,,1,2,2,2,0,2,3,3,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,3,1,1,2,Gira su se stesso quando passano alcune auto o cani davanti casa
7,6,INCROCIO / METICCIO,,Femmina,1,1,"6,0",Femmina,41,Libero professionista,,0,,,,2,2,2,0,2,2,3,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,4,1,2,0,1,,,,,0,,0,1,2,1,2,1,1,2,3,1,0,2,3,999,2,0,1,0,0,1,2,2,3,0,2,1,0,,3,2,2,1,1,1,0,,3,1,2,1,1,2,4,2,4,2,4,2,2,0,3,1,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,
3,0,INCROCIO / METICCIO,,Femmina,0,0,"2,0",Femmina,24,Impiegato/operaio/dipendente,,1,0,0,1,1,1,1,1,2,0,2,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,2,3,0,,1,1,1,2,2,0,1,3,0,1,1,0,0,999,2,0,1,1,0,0,0,0,0,0,0,0,1,Quando rimane sola a casa porta nella sua cuccia i miei vestiti,3,3,3,2,1,2,0,,4,4,4,4,1,4,3,3,3,4,4,1,1,0,3,2,0,3,0,0,0,0,1,4,4,0,0,0,0,2,1,1,0,
